"Time (JDate)","Azimuth (deg)","Elevation (deg)","Range (km)"
2456971.85438657,39.270,22.373,1374.181416
2456971.85439815,39.454,22.518,1368.764657
2456971.85440972,39.641,22.664,1363.364119
2456971.85442130,39.829,22.810,1357.980006
2456971.85443287,40.020,22.958,1352.612520
2456971.85444444,40.212,23.106,1347.261866
2456971.85445602,40.406,23.254,1341.928253
2456971.85446759,40.602,23.404,1336.611889
2456971.85447917,40.800,23.554,1331.312994
2456971.85449074,41.000,23.704,1326.031780
2456971.85450231,41.202,23.855,1320.768468
2456971.85451389,41.406,24.007,1315.523277
2456971.85452546,41.612,24.160,1310.296435
2456971.85453704,41.820,24.313,1305.088169
2456971.85454861,42.031,24.467,1299.898709
2456971.85456019,42.244,24.621,1294.728285
2456971.85457176,42.458,24.776,1289.577137
2456971.85458333,42.675,24.932,1284.445502
2456971.85459491,42.895,25.089,1279.333621
2456971.85460648,43.116,25.246,1274.241741
2456971.85461806,43.340,25.403,1269.170108
2456971.85462963,43.566,25.562,1264.118973
2456971.85464120,43.795,25.721,1259.088587
2456971.85465278,44.026,25.880,1254.079210
2456971.85466435,44.260,26.040,1249.091101
2456971.85467593,44.496,26.201,1244.124519
2456971.85468750,44.734,26.362,1239.179735
2456971.85469907,44.975,26.524,1234.257014
2456971.85471065,45.219,26.687,1229.356627
2456971.85472222,45.465,26.850,1224.478852
2456971.85473380,45.714,27.013,1219.623964
2456971.85474537,45.966,27.177,1214.792247
2456971.85475694,46.220,27.342,1209.983983
2456971.85476852,46.477,27.508,1205.199458
2456971.85478009,46.737,27.673,1200.438967
2456971.85479167,46.999,27.840,1195.702797
2456971.85480324,47.265,28.007,1190.991251
2456971.85481481,47.533,28.174,1186.304627
2456971.85482639,47.805,28.342,1181.643224
2456971.85483796,48.079,28.510,1177.007353
2456971.85484954,48.356,28.679,1172.397320
2456971.85486111,48.637,28.848,1167.813440
2456971.85487269,48.920,29.018,1163.256025
2456971.85488426,49.207,29.188,1158.725398
2456971.85489583,49.497,29.358,1154.221876
2456971.85490741,49.790,29.529,1149.745789
2456971.85491898,50.086,29.700,1145.297459
2456971.85493056,50.386,29.872,1140.877223
2456971.85494213,50.688,30.044,1136.485409
2456971.85495370,50.995,30.216,1132.122358
2456971.85496528,51.304,30.388,1127.788407
2456971.85497685,51.617,30.561,1123.483903
2456971.85498843,51.934,30.734,1119.209186
2456971.85500000,52.254,30.907,1114.964609
2456971.85501157,52.578,31.081,1110.750523
2456971.85502315,52.905,31.255,1106.567280
2456971.85503472,53.236,31.428,1102.415240
2456971.85504630,53.571,31.602,1098.294759
2456971.85505787,53.909,31.776,1094.206202
2456971.85506944,54.252,31.950,1090.149935
2456971.85508102,54.598,32.125,1086.126322
2456971.85509259,54.947,32.299,1082.135735
2456971.85510417,55.301,32.473,1078.178548
2456971.85511574,55.659,32.647,1074.255132
2456971.85512731,56.021,32.821,1070.365866
2456971.85513889,56.386,32.995,1066.511131
2456971.85515046,56.756,33.169,1062.691305
2456971.85516204,57.130,33.342,1058.906772
2456971.85517361,57.508,33.516,1055.157917
2456971.85518519,57.890,33.689,1051.445132
2456971.85519676,58.277,33.862,1047.768798
2456971.85520833,58.667,34.034,1044.129309
2456971.85521991,59.062,34.206,1040.527057
2456971.85523148,59.462,34.378,1036.962438
2456971.85524306,59.865,34.549,1033.435842
2456971.85525463,60.273,34.720,1029.947666
2456971.85526620,60.686,34.890,1026.498307
2456971.85527778,61.103,35.060,1023.088163
2456971.85528935,61.524,35.229,1019.717633
2456971.85530093,61.950,35.397,1016.387118
2456971.85531250,62.381,35.564,1013.097012
2456971.85532407,62.816,35.731,1009.847718
2456971.85533565,63.255,35.897,1006.639637
2456971.85534722,63.699,36.062,1003.473168
2456971.85535880,64.148,36.226,1000.348710
2456971.85537037,64.602,36.389,997.266664
2456971.85538194,65.060,36.551,994.227429
2456971.85539352,65.523,36.712,991.231403
2456971.85540509,65.991,36.872,988.278984
2456971.85541667,66.463,37.030,985.370568
2456971.85542824,66.940,37.188,982.506550
2456971.85543981,67.422,37.343,979.687324
2456971.85545139,67.908,37.498,976.913282
2456971.85546296,68.399,37.651,974.184815
2456971.85547454,68.895,37.802,971.502311
2456971.85548611,69.396,37.952,968.866153
2456971.85549769,69.901,38.100,966.276730
2456971.85550926,70.412,38.247,963.734420
2456971.85552083,70.927,38.391,961.239601
2456971.85553241,71.446,38.534,958.792647
2456971.85554398,71.970,38.675,956.393931
2456971.85555556,72.499,38.814,954.043817
2456971.85556713,73.033,38.951,951.742673
2456971.85557870,73.571,39.085,949.490859
2456971.85559028,74.113,39.218,947.288728
2456971.85560185,74.660,39.348,945.136629
2456971.85561343,75.212,39.476,943.034914
2456971.85562500,75.768,39.602,940.983921
2456971.85563657,76.329,39.725,938.983986
2456971.85564815,76.893,39.845,937.035437
2456971.85565972,77.462,39.963,935.138603
2456971.85567130,78.036,40.079,933.293798
2456971.85568287,78.613,40.191,931.501340
2456971.85569444,79.195,40.301,929.761532
2456971.85570602,79.780,40.408,928.074670
2456971.85571759,80.370,40.512,926.441051
2456971.85572917,80.963,40.613,924.860957
2456971.85574074,81.560,40.711,923.334670
2456971.85575231,82.161,40.806,921.862454
2456971.85576389,82.765,40.898,920.444578
2456971.85577546,83.373,40.986,919.081289
2456971.85578704,83.984,41.071,917.772841
2456971.85579861,84.598,41.153,916.519464
2456971.85581019,85.215,41.232,915.321392
2456971.85582176,85.836,41.307,914.178841
2456971.85583333,86.459,41.378,913.092024
2456971.85584491,87.085,41.447,912.061145
2456971.85585648,87.714,41.511,911.086391
2456971.85586806,88.346,41.572,910.167947
2456971.85587963,88.979,41.629,909.305988
2456971.85589120,89.615,41.682,908.500673
2456971.85590278,90.253,41.732,907.752157
