"Time (JDate)","Azimuth (deg)","Elevation (deg)","Range (km)"
2456971.90444444,38.931,10.031,2049.361382
2456971.90445602,39.060,10.107,2043.872500
2456971.90446759,39.189,10.183,2038.393076
2456971.90447917,39.319,10.260,2032.923191
2456971.90449074,39.450,10.336,2027.462932
2456971.90450231,39.581,10.413,2022.012383
2456971.90451389,39.713,10.490,2016.571627
2456971.90452546,39.846,10.567,2011.140757
2456971.90453704,39.980,10.645,2005.719858
2456971.90454861,40.115,10.722,2000.309018
2456971.90456019,40.250,10.800,1994.908325
2456971.90457176,40.386,10.877,1989.517869
2456971.90458333,40.523,10.955,1984.137744
2456971.90459491,40.661,11.033,1978.768038
2456971.90460648,40.799,11.112,1973.408846
2456971.90461806,40.939,11.190,1968.060258
2456971.90462963,41.079,11.268,1962.722369
2456971.90464120,41.220,11.347,1957.395276
2456971.90465278,41.361,11.426,1952.079072
2456971.90466435,41.504,11.505,1946.773856
2456971.90467593,41.647,11.584,1941.479722
2456971.90468750,41.792,11.663,1936.196768
2456971.90469907,41.937,11.743,1930.925097
2456971.90471065,42.083,11.822,1925.664806
2456971.90472222,42.230,11.902,1920.415997
2456971.90473380,42.378,11.982,1915.178767
2456971.90474537,42.526,12.062,1909.953225
2456971.90475694,42.676,12.142,1904.739472
2456971.90476852,42.826,12.223,1899.537610
2456971.90478009,42.977,12.303,1894.347744
2456971.90479167,43.129,12.384,1889.169984
2456971.90480324,43.283,12.464,1884.004434
2456971.90481481,43.437,12.545,1878.851200
2456971.90482639,43.591,12.626,1873.710395
2456971.90483796,43.747,12.707,1868.582126
2456971.90484954,43.904,12.789,1863.466504
2456971.90486111,44.062,12.870,1858.363638
2456971.90487269,44.221,12.952,1853.273646
2456971.90488426,44.380,13.034,1848.196637
2456971.90489583,44.541,13.115,1843.132724
2456971.90490741,44.702,13.197,1838.082028
2456971.90491898,44.865,13.279,1833.044660
2456971.90493056,45.028,13.362,1828.020738
2456971.90494213,45.193,13.444,1823.010383
2456971.90495370,45.359,13.527,1818.013712
2456971.90496528,45.525,13.609,1813.030842
2456971.90497685,45.693,13.692,1808.061900
2456971.90498843,45.861,13.775,1803.107005
2456971.90500000,46.031,13.858,1798.166278
2456971.90501157,46.201,13.941,1793.239847
2456971.90502315,46.373,14.024,1788.327836
2456971.90503472,46.546,14.107,1783.430366
2456971.90504630,46.720,14.191,1778.547572
2456971.90505787,46.894,14.274,1773.679577
2456971.90506944,47.070,14.358,1768.826508
2456971.90508102,47.247,14.442,1763.988501
2456971.90509259,47.425,14.525,1759.165681
2456971.90510417,47.605,14.609,1754.358185
2456971.90511574,47.785,14.693,1749.566144
2456971.90512731,47.966,14.778,1744.789690
2456971.90513889,48.149,14.862,1740.028962
2456971.90515046,48.332,14.946,1735.284092
2456971.90516204,48.517,15.030,1730.555221
2456971.90517361,48.703,15.115,1725.842486
2456971.90518519,48.890,15.199,1721.146023
2456971.90519676,49.078,15.284,1716.465976
2456971.90520833,49.268,15.369,1711.802484
2456971.90521991,49.458,15.453,1707.155692
2456971.90523148,49.650,15.538,1702.525738
2456971.90524306,49.843,15.623,1697.912774
2456971.90525463,50.037,15.708,1693.316937
2456971.90526620,50.232,15.793,1688.738381
2456971.90527778,50.428,15.878,1684.177247
2456971.90528935,50.626,15.963,1679.633689
2456971.90530093,50.825,16.048,1675.107854
2456971.90531250,51.025,16.133,1670.599890
2456971.90532407,51.226,16.219,1666.109953
2456971.90533565,51.429,16.304,1661.638190
2456971.90534722,51.633,16.389,1657.184759
2456971.90535880,51.838,16.474,1652.749815
2456971.90537037,52.044,16.560,1648.333510
2456971.90538194,52.252,16.645,1643.936005
2456971.90539352,52.461,16.730,1639.557453
2456971.90540509,52.671,16.816,1635.198017
2456971.90541667,52.883,16.901,1630.857851
2456971.90542824,53.095,16.986,1626.537122
2456971.90543981,53.309,17.071,1622.235985
2456971.90545139,53.525,17.157,1617.954609
2456971.90546296,53.742,17.242,1613.693151
2456971.90547454,53.960,17.327,1609.451779
2456971.90548611,54.179,17.412,1605.230661
2456971.90549769,54.400,17.498,1601.029958
2456971.90550926,54.622,17.583,1596.849841
2456971.90552083,54.845,17.668,1592.690475
2456971.90553241,55.070,17.753,1588.552031
2456971.90554398,55.296,17.838,1584.434681
2456971.90555556,55.524,17.923,1580.338591
2456971.90556713,55.752,18.007,1576.263939
2456971.90557870,55.983,18.092,1572.210890
2456971.90559028,56.214,18.177,1568.179623
2456971.90560185,56.447,18.261,1564.170313
2456971.90561343,56.682,18.346,1560.183131
2456971.90562500,56.918,18.430,1556.218255
2456971.90563657,57.155,18.514,1552.275864
2456971.90564815,57.394,18.598,1548.356132
2456971.90565972,57.634,18.682,1544.459238
2456971.90567130,57.876,18.766,1540.585362
2456971.90568287,58.119,18.850,1536.734687
2456971.90569444,58.363,18.933,1532.907388
2456971.90570602,58.609,19.017,1529.103649
2456971.90571759,58.856,19.100,1525.323654
2456971.90572917,59.105,19.183,1521.567580
2456971.90574074,59.355,19.266,1517.835614
2456971.90575231,59.607,19.349,1514.127940
2456971.90576389,59.860,19.431,1510.444745
2456971.90577546,60.115,19.513,1506.786208
2456971.90578704,60.371,19.595,1503.152517
2456971.90579861,60.629,19.677,1499.543860
2456971.90581019,60.888,19.759,1495.960422
2456971.90582176,61.149,19.840,1492.402393
2456971.90583333,61.411,19.921,1488.869956
2456971.90584491,61.674,20.002,1485.363301
2456971.90585648,61.939,20.082,1481.882617
2456971.90586806,62.206,20.163,1478.428093
2456971.90587963,62.474,20.243,1474.999917
2456971.90589120,62.744,20.322,1471.598282
2456971.90590278,63.015,20.402,1468.223372
2456971.90591435,63.287,20.481,1464.875381
2456971.90592593,63.562,20.560,1461.554497
2456971.90593750,63.837,20.638,1458.260911
2456971.90594907,64.114,20.716,1454.994815
2456971.90596065,64.393,20.794,1451.756398
2456971.90597222,64.673,20.871,1448.545852
2456971.90598380,64.955,20.948,1445.363368
2456971.90599537,65.238,21.024,1442.209135
2456971.90600694,65.523,21.101,1439.083345
2456971.90601852,65.809,21.176,1435.986192
2456971.90603009,66.097,21.252,1432.917860
2456971.90604167,66.386,21.326,1429.878542
2456971.90605324,66.677,21.401,1426.868430
2456971.90606481,66.969,21.475,1423.887713
2456971.90607639,67.263,21.548,1420.936581
2456971.90608796,67.558,21.621,1418.015224
2456971.90609954,67.855,21.694,1415.123827
2456971.90611111,68.153,21.766,1412.262585
2456971.90612269,68.453,21.837,1409.431685
2456971.90613426,68.754,21.908,1406.631312
2456971.90614583,69.056,21.979,1403.861656
2456971.90615741,69.361,22.049,1401.122903
2456971.90616898,69.666,22.118,1398.415239
2456971.90618056,69.973,22.187,1395.738848
2456971.90619213,70.282,22.255,1393.093917
2456971.90620370,70.592,22.322,1390.480629
2456971.90621528,70.903,22.389,1387.899168
2456971.90622685,71.216,22.456,1385.349711
2456971.90623843,71.531,22.521,1382.832448
2456971.90625000,71.846,22.586,1380.347556
2456971.90626157,72.164,22.651,1377.895213
2456971.90627315,72.482,22.714,1375.475598
2456971.90628472,72.802,22.777,1373.088889
2456971.90629630,73.123,22.840,1370.735258
2456971.90630787,73.446,22.901,1368.414887
2456971.90631944,73.770,22.962,1366.127946
2456971.90633102,74.096,23.022,1363.874607
2456971.90634259,74.423,23.082,1361.655038
2456971.90635417,74.751,23.140,1359.469414
2456971.90636574,75.080,23.198,1357.317901
2456971.90637731,75.411,23.255,1355.200665
2456971.90638889,75.743,23.312,1353.117867
2456971.90640046,76.077,23.367,1351.069677
2456971.90641204,76.411,23.422,1349.056253
2456971.90642361,76.747,23.476,1347.077752
2456971.90643519,77.084,23.529,1345.134337
2456971.90644676,77.423,23.581,1343.226162
2456971.90645833,77.762,23.632,1341.353378
2456971.90646991,78.103,23.682,1339.516143
2456971.90648148,78.445,23.732,1337.714600
2456971.90649306,78.788,23.781,1335.948904
2456971.90650463,79.132,23.828,1334.219198
2456971.90651620,79.478,23.875,1332.525621
2456971.90652778,79.824,23.921,1330.868322
2456971.90653935,80.172,23.966,1329.247434
2456971.90655093,80.520,24.010,1327.663099
2456971.90656250,80.870,24.053,1326.115445
2456971.90657407,81.221,24.095,1324.604611
2456971.90658565,81.573,24.136,1323.130719
2456971.90659722,81.925,24.176,1321.693903
2456971.90660880,82.279,24.215,1320.294281
2456971.90662037,82.634,24.253,1318.931979
2456971.90663194,82.989,24.290,1317.607112
2456971.90664352,83.346,24.326,1316.319800
2456971.90665509,83.703,24.361,1315.070152
2456971.90666667,84.061,24.394,1313.858283
2456971.90667824,84.420,24.427,1312.684295
2456971.90668981,84.780,24.459,1311.548295
2456971.90670139,85.141,24.489,1310.450389
2456971.90671296,85.502,24.519,1309.390669
2456971.90672454,85.864,24.547,1308.369232
2456971.90673611,86.227,24.575,1307.386176
2456971.90674769,86.591,24.601,1306.441582
2456971.90675926,86.955,24.626,1305.535539
2456971.90677083,87.320,24.650,1304.668135
2456971.90678241,87.685,24.673,1303.839442
2456971.90679398,88.051,24.694,1303.049539
2456971.90680556,88.418,24.715,1302.298500
2456971.90681713,88.785,24.734,1301.586397
2456971.90682870,89.153,24.753,1300.913290
2456971.90684028,89.521,24.770,1300.279246
2456971.90685185,89.889,24.786,1299.684323
2456971.90686343,90.258,24.800,1299.128580
2456971.90687500,90.627,24.814,1298.612064
2456971.90688657,90.997,24.826,1298.134827
2456971.90689815,91.367,24.837,1297.696914
2456971.90690972,91.737,24.847,1297.298367
2456971.90692130,92.108,24.856,1296.939224
2456971.90693287,92.479,24.864,1296.619519
2456971.90694444,92.850,24.870,1296.339287
2456971.90695602,93.221,24.875,1296.098550
2456971.90696759,93.592,24.879,1295.897333
2456971.90697917,93.964,24.882,1295.735657
2456971.90699074,94.335,24.884,1295.613539
2456971.90700231,94.707,24.884,1295.530990
2456971.90701389,95.079,24.883,1295.488021
2456971.90702546,95.450,24.881,1295.484637
2456971.90703704,95.822,24.878,1295.520839
2456971.90704861,96.194,24.874,1295.596626
2456971.90706019,96.565,24.868,1295.711992
2456971.90707176,96.937,24.861,1295.866927
2456971.90708333,97.308,24.853,1296.061420
2456971.90709491,97.679,24.844,1296.295452
2456971.90710648,98.050,24.834,1296.569005
2456971.90711806,98.420,24.822,1296.882051
2456971.90712963,98.791,24.809,1297.234568
2456971.90714120,99.161,24.795,1297.626523
2456971.90715278,99.531,24.780,1298.057881
2456971.90716435,99.900,24.764,1298.528603
2456971.90717593,100.269,24.746,1299.038648
2456971.90718750,100.638,24.728,1299.587970
2456971.90719907,101.006,24.708,1300.176517
2456971.90721065,101.374,24.687,1300.804243
2456971.90722222,101.741,24.665,1301.471088
2456971.90723380,102.108,24.641,1302.176994
2456971.90724537,102.474,24.617,1302.921897
2456971.90725694,102.840,24.591,1303.705727
2456971.90726852,103.205,24.564,1304.528423
2456971.90728009,103.569,24.537,1305.389906
2456971.90729167,103.933,24.508,1306.290099
2456971.90730324,104.296,24.477,1307.228928
2456971.90731481,104.658,24.446,1308.206306
2456971.90732639,105.020,24.414,1309.222144
2456971.90733796,105.381,24.381,1310.276360
2456971.90734954,105.741,24.346,1311.368858
2456971.90736111,106.101,24.311,1312.499539
2456971.90737269,106.459,24.274,1313.668312
2456971.90738426,106.817,24.236,1314.875071
2456971.90739583,107.173,24.198,1316.119709
2456971.90740741,107.529,24.158,1317.402125
2456971.90741898,107.884,24.117,1318.722202
2456971.90743056,108.238,24.075,1320.079834
2456971.90744213,108.591,24.033,1321.474897
2456971.90745370,108.943,23.989,1322.907281
2456971.90746528,109.294,23.944,1324.376856
2456971.90747685,109.644,23.898,1325.883507
2456971.90748843,109.993,23.851,1327.427098
2456971.90750000,110.341,23.804,1329.007509
2456971.90751157,110.688,23.755,1330.624600
2456971.90752315,111.034,23.706,1332.278244
2456971.90753472,111.379,23.655,1333.968299
2456971.90754630,111.722,23.604,1335.694631
2456971.90755787,112.064,23.552,1337.457094
2456971.90756944,112.406,23.498,1339.255550
2456971.90758102,112.745,23.444,1341.089848
2456971.90759259,113.084,23.390,1342.959843
2456971.90760417,113.422,23.334,1344.865388
2456971.90761574,113.758,23.277,1346.806326
2456971.90762731,114.093,23.220,1348.782505
2456971.90763889,114.427,23.162,1350.793774
2456971.90765046,114.759,23.103,1352.839969
2456971.90766204,115.090,23.043,1354.920933
2456971.90767361,115.420,22.982,1357.036508
2456971.90768519,115.749,22.921,1359.186527
2456971.90769676,116.076,22.859,1361.370827
2456971.90770833,116.402,22.796,1363.589245
2456971.90771991,116.726,22.732,1365.841608
2456971.90773148,117.050,22.668,1368.127750
2456971.90774306,117.371,22.603,1370.447501
2456971.90775463,117.692,22.537,1372.800689
2456971.90776620,118.011,22.471,1375.187144
2456971.90777778,118.328,22.404,1377.606685
2456971.90778935,118.644,22.336,1380.059141
2456971.90780093,118.959,22.268,1382.544333
2456971.90781250,119.272,22.199,1385.062085
2456971.90782407,119.584,22.129,1387.612221
2456971.90783565,119.895,22.059,1390.194555
2456971.90784722,120.204,21.988,1392.808908
2456971.90785880,120.511,21.917,1395.455100
2456971.90787037,120.817,21.845,1398.132948
2456971.90788194,121.122,21.772,1400.842268
2456971.90789352,121.425,21.699,1403.582876
2456971.90790509,121.726,21.626,1406.354588
2456971.90791667,122.027,21.552,1409.157217
2456971.90792824,122.325,21.477,1411.990579
2456971.90793981,122.622,21.402,1414.854488
2456971.90795139,122.918,21.326,1417.748753
2456971.90796296,123.212,21.250,1420.673188
2456971.90797454,123.505,21.174,1423.627606
2456971.90798611,123.796,21.097,1426.611817
2456971.90799769,124.085,21.019,1429.625633
2456971.90800926,124.373,20.942,1432.668866
2456971.90802083,124.660,20.863,1435.741325
2456971.90803241,124.945,20.785,1438.842822
2456971.90804398,125.229,20.706,1441.973165
2456971.90805556,125.511,20.626,1445.132164
2456971.90806713,125.791,20.546,1448.319633
2456971.90807870,126.070,20.466,1451.535379
2456971.90809028,126.348,20.386,1454.779213
2456971.90810185,126.624,20.305,1458.050945
2456971.90811343,126.898,20.223,1461.350384
2456971.90812500,127.171,20.142,1464.677340
2456971.90813657,127.442,20.060,1468.031625
2456971.90814815,127.712,19.978,1471.413048
2456971.90815972,127.981,19.896,1474.821420
2456971.90817130,128.248,19.813,1478.256549
2456971.90818287,128.513,19.730,1481.718252
2456971.90819444,128.777,19.647,1485.206337
2456971.90820602,129.039,19.563,1488.720616
2456971.90821759,129.300,19.479,1492.260901
2456971.90822917,129.560,19.395,1495.827005
2456971.90824074,129.817,19.311,1499.418737
2456971.90825231,130.074,19.227,1503.035916
2456971.90826389,130.329,19.142,1506.678354
2456971.90827546,130.582,19.057,1510.345863
2456971.90828704,130.834,18.972,1514.038260
2456971.90829861,131.085,18.887,1517.755357
2456971.90831019,131.334,18.802,1521.496975
2456971.90832176,131.581,18.716,1525.262926
2456971.90833333,131.827,18.630,1529.053030
2456971.90834491,132.072,18.545,1532.867100
2456971.90835648,132.315,18.459,1536.704959
2456971.90836806,132.557,18.372,1540.566425
2456971.90837963,132.797,18.286,1544.451315
2456971.90839120,133.036,18.200,1548.359452
2456971.90840278,133.274,18.113,1552.290657
2456971.90841435,133.510,18.027,1556.244751
2456971.90842593,133.744,17.940,1560.221553
2456971.90843750,133.978,17.853,1564.220893
2456971.90844907,134.209,17.766,1568.242591
2456971.90846065,134.440,17.680,1572.286470
2456971.90847222,134.669,17.593,1576.352361
2456971.90848380,134.896,17.505,1580.440088
2456971.90849537,135.123,17.418,1584.549475
2456971.90850694,135.348,17.331,1588.680356
2456971.90851852,135.571,17.244,1592.832555
2456971.90853009,135.793,17.157,1597.005907
2456971.90854167,136.014,17.069,1601.200239
2456971.90855324,136.233,16.982,1605.415383
2456971.90856481,136.452,16.895,1609.651174
2456971.90857639,136.668,16.807,1613.907442
2456971.90858796,136.884,16.720,1618.184026
2456971.90859954,137.098,16.633,1622.480759
2456971.90861111,137.311,16.545,1626.797476
2456971.90862269,137.522,16.458,1631.134018
2456971.90863426,137.732,16.370,1635.490219
2456971.90864583,137.941,16.283,1639.865922
2456971.90865741,138.149,16.196,1644.260964
2456971.90866898,138.355,16.108,1648.675191
2456971.90868056,138.560,16.021,1653.108440
2456971.90869213,138.764,15.934,1657.560558
2456971.90870370,138.967,15.847,1662.031386
2456971.90871528,139.168,15.759,1666.520773
2456971.90872685,139.368,15.672,1671.028562
2456971.90873843,139.567,15.585,1675.554603
2456971.90875000,139.765,15.498,1680.098740
2456971.90876157,139.961,15.411,1684.660828
2456971.90877315,140.156,15.324,1689.240712
2456971.90878472,140.350,15.237,1693.838248
2456971.90879630,140.543,15.151,1698.453284
2456971.90880787,140.734,15.064,1703.085677
2456971.90881944,140.925,14.977,1707.735277
2456971.90883102,141.114,14.891,1712.401945
2456971.90884259,141.302,14.804,1717.085533
2456971.90885417,141.489,14.718,1721.785899
2456971.90886574,141.675,14.631,1726.502905
2456971.90887731,141.859,14.545,1731.236406
2456971.90888889,142.043,14.459,1735.986266
2456971.90890046,142.225,14.373,1740.752343
2456971.90891204,142.406,14.287,1745.534504
2456971.90892361,142.586,14.201,1750.332608
2456971.90893519,142.765,14.116,1755.146522
2456971.90894676,142.943,14.030,1759.976113
2456971.90895833,143.120,13.944,1764.821244
2456971.90896991,143.296,13.859,1769.681787
2456971.90898148,143.470,13.774,1774.557607
2456971.90899306,143.644,13.688,1779.448574
2456971.90900463,143.816,13.603,1784.354563
2456971.90901620,143.988,13.518,1789.275439
2456971.90902778,144.158,13.434,1794.211079
2456971.90903935,144.328,13.349,1799.161358
2456971.90905093,144.496,13.264,1804.126146
2456971.90906250,144.663,13.180,1809.105321
2456971.90907407,144.829,13.096,1814.098762
2456971.90908565,144.995,13.012,1819.106343
2456971.90909722,145.159,12.927,1824.127944
2456971.90910880,145.322,12.844,1829.163446
2456971.90912037,145.484,12.760,1834.212727
2456971.90913194,145.645,12.676,1839.275670
2456971.90914352,145.806,12.593,1844.352159
2456971.90915509,145.965,12.509,1849.442074
2456971.90916667,146.123,12.426,1854.545301
2456971.90917824,146.281,12.343,1859.661727
2456971.90918981,146.437,12.260,1864.791235
2456971.90920139,146.593,12.177,1869.933715
2456971.90921296,146.747,12.095,1875.089054
2456971.90922454,146.901,12.012,1880.257143
2456971.90923611,147.054,11.930,1885.437868
2456971.90924769,147.205,11.848,1890.631123
2456971.90925926,147.356,11.766,1895.836799
2456971.90927083,147.506,11.684,1901.054791
2456971.90928241,147.655,11.602,1906.284989
2456971.90929398,147.803,11.521,1911.527289
2456971.90930556,147.951,11.439,1916.781589
2456971.90931713,148.097,11.358,1922.047780
2456971.90932870,148.243,11.277,1927.325763
2456971.90934028,148.387,11.196,1932.615436
2456971.90935185,148.531,11.115,1937.916696
2456971.90936343,148.674,11.035,1943.229447
2456971.90937500,148.816,10.954,1948.553584
2456971.90938657,148.957,10.874,1953.889012
2456971.90939815,149.098,10.794,1959.235633
2456971.90940972,149.237,10.714,1964.593351
2456971.90942130,149.376,10.634,1969.962068
2456971.90943287,149.514,10.554,1975.341689
2456971.90944444,149.651,10.475,1980.732121
2456971.90945602,149.788,10.396,1986.133270
2456971.90946759,149.923,10.316,1991.545046
2456971.90947917,150.058,10.237,1996.967352
2456971.90949074,150.192,10.159,2002.400100
2456971.90950231,150.325,10.080,2007.843199
2456971.90951389,150.458,10.001,2013.296560
2456971.90952546,150.589,9.923,2018.760095
2456971.90953704,150.720,9.845,2024.233714
2456971.90954861,150.850,9.767,2029.717331
2456971.90956019,150.980,9.689,2035.210859
2456971.90957176,151.108,9.611,2040.714213
2456971.90958333,151.236,9.534,2046.227308
2456971.90959491,151.364,9.457,2051.750062
2456971.90960648,151.490,9.380,2057.282387
2456971.90961806,151.616,9.303,2062.824203
2456971.90962963,151.741,9.226,2068.375427
2456971.90964120,151.865,9.149,2073.935979
2456971.90965278,151.989,9.073,2079.505778
2456971.90966435,152.112,8.996,2085.084744
2456971.90967593,152.234,8.920,2090.672800
2456971.90968750,152.355,8.844,2096.269864
2456971.90969907,152.476,8.768,2101.875859
2456971.90971065,152.596,8.693,2107.490709
2456971.90972222,152.716,8.617,2113.114338
2456971.90973380,152.834,8.542,2118.746669
2456971.90974537,152.953,8.467,2124.387628
2456971.90975694,153.070,8.392,2130.037140
2456971.90976852,153.187,8.317,2135.695133
2456971.90978009,153.303,8.242,2141.361531
2456971.90979167,153.418,8.168,2147.036263
2456971.90980324,153.533,8.093,2152.719258
2456971.90981481,153.647,8.019,2158.410443
2456971.90982639,153.761,7.945,2164.109749
2456971.90983796,153.874,7.871,2169.817106
2456971.90984954,153.986,7.798,2175.532444
2456971.90986111,154.098,7.724,2181.255695
2456971.90987269,154.209,7.651,2186.986791
2456971.90988426,154.320,7.577,2192.725665
2456971.90989583,154.430,7.504,2198.472248
2456971.90990741,154.539,7.432,2204.226475
2456971.90991898,154.648,7.359,2209.988280
2456971.90993056,154.756,7.286,2215.757599
2456971.90994213,154.863,7.214,2221.534366
2456971.90995370,154.970,7.142,2227.318517
2456971.90996528,155.077,7.070,2233.109990
2456971.90997685,155.182,6.998,2238.908721
2456971.90998843,155.288,6.926,2244.714648
2456971.91000000,155.392,6.854,2250.527709
2456971.91001157,155.496,6.783,2256.347843
2456971.91002315,155.600,6.712,2262.174990
2456971.91003472,155.703,6.641,2268.009088
2456971.91004630,155.805,6.570,2273.850081
2456971.91005787,155.907,6.499,2279.697905
2456971.91006944,156.009,6.428,2285.552504
2456971.91008102,156.109,6.358,2291.413820
2456971.91009259,156.210,6.287,2297.281795
2456971.91010417,156.309,6.217,2303.156373
2456971.91011574,156.409,6.147,2309.037495
2456971.91012731,156.507,6.077,2314.925107
2456971.91013889,156.606,6.008,2320.819153
2456971.91015046,156.703,5.938,2326.719577
2456971.91016204,156.800,5.869,2332.626326
2456971.91017361,156.897,5.800,2338.539344
2456971.91018519,156.993,5.730,2344.458579
2456971.91019676,157.089,5.661,2350.383977
2456971.91020833,157.184,5.593,2356.315484
2456971.91021991,157.279,5.524,2362.253050
2456971.91023148,157.373,5.456,2368.196622
2456971.91024306,157.467,5.387,2374.146149
2456971.91025463,157.560,5.319,2380.101579
2456971.91026620,157.653,5.251,2386.062863
2456971.91027778,157.745,5.183,2392.029949
2456971.91028935,157.837,5.115,2398.002789
2456971.91030093,157.928,5.048,2403.981334
2456971.91031250,158.019,4.980,2409.965534
2456971.91032407,158.109,4.913,2415.955341
2456971.91033565,158.199,4.846,2421.950707
2456971.91034722,158.289,4.779,2427.951584
2456971.91035880,158.378,4.712,2433.957926
2456971.91037037,158.467,4.645,2439.969686
2456971.91038194,158.555,4.579,2445.986817
2456971.91039352,158.642,4.512,2452.009273
2456971.91040509,158.730,4.446,2458.037009
2456971.91041667,158.817,4.380,2464.069980
2456971.91042824,158.903,4.314,2470.108141
2456971.91043981,158.989,4.248,2476.151447
2456971.91045139,159.075,4.182,2482.199854
2456971.91046296,159.160,4.116,2488.253319
2456971.91047454,159.244,4.051,2494.311799
2456971.91048611,159.329,3.986,2500.375250
2456971.91049769,159.413,3.920,2506.443630
2456971.91050926,159.496,3.855,2512.516896
2456971.91052083,159.579,3.790,2518.595008
2456971.91053241,159.662,3.726,2524.677923
2456971.91054398,159.744,3.661,2530.765600
2456971.91055556,159.826,3.597,2536.857999
2456971.91056713,159.908,3.532,2542.955078
2456971.91057870,159.989,3.468,2549.056798
2456971.91059028,160.069,3.404,2555.163120
2456971.91060185,160.150,3.340,2561.274003
2456971.91061343,160.230,3.276,2567.389408
2456971.91062500,160.309,3.212,2573.509297
2456971.91063657,160.388,3.149,2579.633631
2456971.91064815,160.467,3.085,2585.762372
2456971.91065972,160.545,3.022,2591.895482
2456971.91067130,160.624,2.959,2598.032923
2456971.91068287,160.701,2.896,2604.174659
2456971.91069444,160.779,2.833,2610.320653
2456971.91070602,160.855,2.770,2616.470867
2456971.91071759,160.932,2.707,2622.625266
2456971.91072917,161.008,2.645,2628.783813
2456971.91074074,161.084,2.582,2634.946473
2456971.91075231,161.160,2.520,2641.113211
2456971.91076389,161.235,2.458,2647.283990
2456971.91077546,161.310,2.396,2653.458777
2456971.91078704,161.384,2.334,2659.637536
2456971.91079861,161.458,2.272,2665.820234
2456971.91081019,161.532,2.210,2672.006836
2456971.91082176,161.605,2.149,2678.197309
2456971.91083333,161.679,2.087,2684.391619
2456971.91084491,161.751,2.026,2690.589732
2456971.91085648,161.824,1.965,2696.791617
2456971.91086806,161.896,1.903,2702.997239
2456971.91087963,161.968,1.842,2709.206569
2456971.91089120,162.039,1.782,2715.419572
2456971.91090278,162.110,1.721,2721.636216
2456971.91091435,162.181,1.660,2727.856471
2456971.91092593,162.251,1.600,2734.080305
2456971.91093750,162.322,1.539,2740.307687
2456971.91094907,162.391,1.479,2746.538585
2456971.91096065,162.461,1.419,2752.772970
2456971.91097222,162.530,1.359,2759.010811
2456971.91098380,162.599,1.299,2765.252077
2456971.91099537,162.668,1.239,2771.496738
2456971.91100694,162.736,1.179,2777.744766
2456971.91101852,162.804,1.120,2783.996129
2456971.91103009,162.872,1.060,2790.250801
2456971.91104167,162.939,1.001,2796.508751
2456971.91105324,163.006,0.942,2802.769951
2456971.91106481,163.073,0.883,2809.034371
2456971.91107639,163.140,0.823,2815.301984
2456971.91108796,163.206,0.765,2821.572762
2456971.91109954,163.272,0.706,2827.846677
2456971.91111111,163.337,0.647,2834.123700
2456971.91112269,163.403,0.588,2840.403806
2456971.91113426,163.468,0.530,2846.686965
2456971.91114583,163.533,0.472,2852.973151
2456971.91115741,163.597,0.413,2859.262338
2456971.91116898,163.661,0.355,2865.554499
2456971.91118056,163.725,0.297,2871.849607
2456971.91119213,163.789,0.239,2878.147637
2456971.91120370,163.853,0.181,2884.448562
2456971.91121528,163.916,0.123,2890.752356
2456971.91122685,163.979,0.066,2897.058994
2456971.91123843,164.041,0.008,2903.368450
2456971.91124006,164.050,0.000,2904.259815
2456971.96965403,2.553,0.000,2977.516816
2456971.96966435,2.513,0.052,2971.648252
2456971.96967593,2.469,0.111,2965.070552
2456971.96968750,2.424,0.169,2958.494561
2456971.96969907,2.379,0.228,2951.920299
2456971.96971065,2.333,0.287,2945.347785
2456971.96972222,2.288,0.346,2938.777040
2456971.96973380,2.242,0.405,2932.208083
2456971.96974537,2.196,0.464,2925.640933
2456971.96975694,2.150,0.523,2919.075612
2456971.96976852,2.103,0.583,2912.512139
2456971.96978009,2.057,0.642,2905.950535
2456971.96979167,2.010,0.702,2899.390821
2456971.96980324,1.962,0.762,2892.833016
2456971.96981481,1.915,0.822,2886.277143
2456971.96982639,1.867,0.882,2879.723222
2456971.96983796,1.820,0.942,2873.171275
2456971.96984954,1.771,1.002,2866.621323
2456971.96986111,1.723,1.063,2860.073387
2456971.96987269,1.674,1.123,2853.527490
2456971.96988426,1.626,1.184,2846.983654
2456971.96989583,1.577,1.245,2840.441900
2456971.96990741,1.527,1.306,2833.902251
2456971.96991898,1.478,1.367,2827.364730
2456971.96993056,1.428,1.428,2820.829358
2456971.96994213,1.378,1.489,2814.296160
2456971.96995370,1.327,1.551,2807.765158
2456971.96996528,1.277,1.612,2801.236376
2456971.96997685,1.226,1.674,2794.709836
2456971.96998843,1.175,1.736,2788.185563
2456971.97000000,1.123,1.797,2781.663580
2456971.97001157,1.072,1.860,2775.143912
2456971.97002315,1.020,1.922,2768.626582
2456971.97003472,0.968,1.984,2762.111616
2456971.97004630,0.915,2.047,2755.599037
2456971.97005787,0.862,2.109,2749.088871
2456971.97006944,0.809,2.172,2742.581142
2456971.97008102,0.756,2.235,2736.075877
2456971.97009259,0.703,2.298,2729.573100
2456971.97010417,0.649,2.361,2723.072837
2456971.97011574,0.595,2.424,2716.575114
2456971.97012731,0.540,2.488,2710.079957
2456971.97013889,0.486,2.551,2703.587393
2456971.97015046,0.431,2.615,2697.097449
2456971.97016204,0.375,2.679,2690.610150
