"Time (JDate)","Azimuth (deg)","Elevation (deg)","Range (km)"
2456971.93383102,15.141,7.614,2225.097001
2456971.93384259,15.156,7.699,2218.255100
2456971.93385417,15.172,7.784,2211.414565
2456971.93386574,15.188,7.870,2204.575418
2456971.93387731,15.204,7.956,2197.737681
2456971.93388889,15.220,8.042,2190.901375
2456971.93390046,15.236,8.129,2184.066522
2456971.93391204,15.252,8.215,2177.233145
2456971.93392361,15.269,8.303,2170.401266
2456971.93393519,15.285,8.390,2163.570907
2456971.93394676,15.301,8.478,2156.742093
2456971.93395833,15.318,8.567,2149.914845
2456971.93396991,15.335,8.655,2143.089188
2456971.93398148,15.351,8.744,2136.265144
2456971.93399306,15.368,8.834,2129.442741
2456971.93400463,15.385,8.923,2122.621998
2456971.93401620,15.402,9.014,2115.802943
2456971.93402778,15.419,9.104,2108.985601
2456971.93403935,15.436,9.195,2102.169997
2456971.93405093,15.454,9.287,2095.356154
2456971.93406250,15.471,9.378,2088.544101
2456971.93407407,15.488,9.470,2081.733863
2456971.93408565,15.506,9.563,2074.925466
2456971.93409722,15.524,9.656,2068.118936
2456971.93410880,15.541,9.749,2061.314302
2456971.93412037,15.559,9.843,2054.511590
2456971.93413194,15.577,9.937,2047.710828
2456971.93414352,15.595,10.032,2040.912045
2456971.93415509,15.614,10.127,2034.115267
2456971.93416667,15.632,10.222,2027.320526
2456971.93417824,15.650,10.318,2020.527848
2456971.93418981,15.669,10.414,2013.737264
2456971.93420139,15.687,10.511,2006.948804
2456971.93421296,15.706,10.608,2000.162497
2456971.93422454,15.725,10.706,1993.378375
2456971.93423611,15.744,10.804,1986.596467
2456971.93424769,15.763,10.902,1979.816807
2456971.93425926,15.782,11.002,1973.039424
2456971.93427083,15.801,11.101,1966.264351
2456971.93428241,15.821,11.201,1959.491621
2456971.93429398,15.840,11.301,1952.721267
2456971.93430556,15.860,11.402,1945.953321
2456971.93431713,15.880,11.504,1939.187818
2456971.93432870,15.900,11.606,1932.424792
2456971.93434028,15.920,11.708,1925.664278
2456971.93435185,15.940,11.811,1918.906310
2456971.93436343,15.960,11.914,1912.150924
2456971.93437500,15.981,12.018,1905.398157
2456971.93438657,16.001,12.123,1898.648044
2456971.93439815,16.022,12.228,1891.900622
2456971.93440972,16.043,12.333,1885.155929
2456971.93442130,16.064,12.439,1878.414003
2456971.93443287,16.085,12.546,1871.674883
2456971.93444444,16.106,12.653,1864.938606
2456971.93445602,16.127,12.760,1858.205213
2456971.93446759,16.149,12.869,1851.474744
2456971.93447917,16.171,12.977,1844.747239
2456971.93449074,16.192,13.087,1838.022739
2456971.93450231,16.214,13.197,1831.301286
2456971.93451389,16.236,13.307,1824.582921
2456971.93452546,16.259,13.418,1817.867689
2456971.93453704,16.281,13.530,1811.155631
2456971.93454861,16.304,13.642,1804.446793
2456971.93456019,16.327,13.755,1797.741218
2456971.93457176,16.349,13.869,1791.038952
2456971.93458333,16.373,13.983,1784.340040
2456971.93459491,16.396,14.097,1777.644529
2456971.93460648,16.419,14.213,1770.952466
2456971.93461806,16.443,14.329,1764.263899
2456971.93462963,16.467,14.445,1757.578876
2456971.93464120,16.491,14.563,1750.897446
2456971.93465278,16.515,14.681,1744.219659
2456971.93466435,16.539,14.799,1737.545565
2456971.93467593,16.563,14.918,1730.875217
2456971.93468750,16.588,15.038,1724.208665
2456971.93469907,16.613,15.159,1717.545962
2456971.93471065,16.638,15.280,1710.887162
2456971.93472222,16.663,15.402,1704.232320
2456971.93473380,16.689,15.525,1697.581489
2456971.93474537,16.714,15.649,1690.934725
2456971.93475694,16.740,15.773,1684.292087
2456971.93476852,16.766,15.898,1677.653630
2456971.93478009,16.793,16.024,1671.019414
2456971.93479167,16.819,16.150,1664.389497
2456971.93480324,16.846,16.277,1657.763939
2456971.93481481,16.873,16.405,1651.142801
2456971.93482639,16.900,16.534,1644.526146
2456971.93483796,16.927,16.664,1637.914037
2456971.93484954,16.955,16.794,1631.306535
2456971.93486111,16.982,16.925,1624.703707
2456971.93487269,17.010,17.057,1618.105618
2456971.93488426,17.039,17.190,1611.512334
2456971.93489583,17.067,17.323,1604.923925
2456971.93490741,17.096,17.458,1598.340457
2456971.93491898,17.125,17.593,1591.762001
2456971.93493056,17.154,17.729,1585.188627
2456971.93494213,17.184,17.866,1578.620408
2456971.93495370,17.213,18.004,1572.057417
2456971.93496528,17.243,18.143,1565.499727
2456971.93497685,17.274,18.283,1558.947415
2456971.93498843,17.304,18.423,1552.400556
2456971.93500000,17.335,18.565,1545.859228
2456971.93501157,17.366,18.707,1539.323511
2456971.93502315,17.398,18.851,1532.793483
2456971.93503472,17.429,18.995,1526.269228
2456971.93504630,17.461,19.140,1519.750827
2456971.93505787,17.493,19.287,1513.238364
2456971.93506944,17.526,19.434,1506.731925
2456971.93508102,17.559,19.582,1500.231598
2456971.93509259,17.592,19.732,1493.737469
2456971.93510417,17.626,19.882,1487.249628
2456971.93511574,17.659,20.034,1480.768167
2456971.93512731,17.694,20.186,1474.293177
2456971.93513889,17.728,20.340,1467.824754
2456971.93515046,17.763,20.494,1461.362993
2456971.93516204,17.798,20.650,1454.907989
2456971.93517361,17.834,20.807,1448.459843
2456971.93518519,17.869,20.965,1442.018654
2456971.93519676,17.906,21.124,1435.584525
2456971.93520833,17.942,21.284,1429.157559
2456971.93521991,17.979,21.445,1422.737862
2456971.93523148,18.017,21.608,1416.325542
2456971.93524306,18.054,21.771,1409.920705
2456971.93525463,18.093,21.936,1403.523464
2456971.93526620,18.131,22.102,1397.133931
2456971.93527778,18.170,22.270,1390.752221
2456971.93528935,18.209,22.438,1384.378450
2456971.93530093,18.249,22.608,1378.012737
2456971.93531250,18.289,22.779,1371.655202
2456971.93532407,18.330,22.952,1365.305967
2456971.93533565,18.371,23.126,1358.965158
2456971.93534722,18.413,23.301,1352.632900
2456971.93535880,18.455,23.477,1346.309323
2456971.93537037,18.497,23.655,1339.994558
2456971.93538194,18.540,23.834,1333.688739
2456971.93539352,18.584,24.015,1327.392000
2456971.93540509,18.627,24.196,1321.104481
2456971.93541667,18.672,24.380,1314.826322
2456971.93542824,18.717,24.565,1308.557666
2456971.93543981,18.762,24.751,1302.298656
2456971.93545139,18.808,24.939,1296.049443
2456971.93546296,18.855,25.128,1289.810177
2456971.93547454,18.902,25.319,1283.581010
2456971.93548611,18.950,25.511,1277.362098
2456971.93549769,18.998,25.705,1271.153602
2456971.93550926,19.047,25.901,1264.955680
2456971.93552083,19.096,26.098,1258.768499
2456971.93553241,19.146,26.297,1252.592226
2456971.93554398,19.197,26.497,1246.427030
2456971.93555556,19.248,26.699,1240.273085
2456971.93556713,19.300,26.903,1234.130568
2456971.93557870,19.353,27.108,1227.999658
2456971.93559028,19.406,27.315,1221.880538
2456971.93560185,19.461,27.524,1215.773394
2456971.93561343,19.515,27.735,1209.678415
2456971.93562500,19.571,27.948,1203.595794
2456971.93563657,19.627,28.162,1197.525727
2456971.93564815,19.684,28.378,1191.468415
2456971.93565972,19.742,28.596,1185.424061
2456971.93567130,19.800,28.816,1179.392873
2456971.93568287,19.859,29.038,1173.375060
2456971.93569444,19.920,29.262,1167.370839
2456971.93570602,19.981,29.487,1161.380428
2456971.93571759,20.042,29.715,1155.404049
2456971.93572917,20.105,29.945,1149.441930
2456971.93574074,20.169,30.177,1143.494301
2456971.93575231,20.233,30.410,1137.561398
2456971.93576389,20.299,30.646,1131.643459
2456971.93577546,20.365,30.884,1125.740730
2456971.93578704,20.433,31.125,1119.853459
2456971.93579861,20.501,31.367,1113.981898
2456971.93581019,20.571,31.612,1108.126305
2456971.93582176,20.641,31.858,1102.286941
2456971.93583333,20.713,32.107,1096.464075
2456971.93584491,20.786,32.359,1090.657979
2456971.93585648,20.860,32.612,1084.868930
2456971.93586806,20.935,32.868,1079.097209
2456971.93587963,21.011,33.127,1073.343104
2456971.93589120,21.088,33.388,1067.606908
2456971.93590278,21.167,33.651,1061.888918
2456971.93591435,21.247,33.916,1056.189438
2456971.93592593,21.328,34.185,1050.508777
2456971.93593750,21.411,34.455,1044.847249
2456971.93594907,21.495,34.729,1039.205175
2456971.93596065,21.581,35.004,1033.582880
2456971.93597222,21.668,35.283,1027.980699
2456971.93598380,21.756,35.564,1022.398968
2456971.93599537,21.846,35.848,1016.838031
2456971.93600694,21.938,36.134,1011.298240
2456971.93601852,22.031,36.423,1005.779952
2456971.93603009,22.126,36.715,1000.283529
2456971.93604167,22.222,37.010,994.809341
2456971.93605324,22.321,37.307,989.357766
2456971.93606481,22.421,37.608,983.929186
2456971.93607639,22.523,37.911,978.523992
2456971.93608796,22.627,38.218,973.142581
2456971.93609954,22.733,38.527,967.785356
2456971.93611111,22.841,38.839,962.452731
2456971.93612269,22.951,39.154,957.145121
2456971.93613426,23.064,39.473,951.862955
2456971.93614583,23.178,39.794,946.606663
2456971.93615741,23.295,40.119,941.376688
2456971.93616898,23.415,40.446,936.173478
2456971.93618056,23.536,40.777,930.997488
2456971.93619213,23.661,41.111,925.849182
2456971.93620370,23.787,41.448,920.729033
2456971.93621528,23.917,41.789,915.637519
2456971.93622685,24.049,42.133,910.575128
2456971.93623843,24.185,42.480,905.542355
2456971.93625000,24.323,42.831,900.539704
2456971.93626157,24.464,43.185,895.567687
2456971.93627315,24.608,43.542,890.626823
2456971.93628472,24.756,43.903,885.717642
2456971.93629630,24.907,44.267,880.840678
2456971.93630787,25.062,44.635,875.996480
2456971.93631944,25.220,45.006,871.185598
2456971.93633102,25.382,45.381,866.408594
2456971.93634259,25.548,45.760,861.666041
2456971.93635417,25.718,46.142,856.958514
2456971.93636574,25.892,46.527,852.286603
2456971.93637731,26.071,46.917,847.650903
2456971.93638889,26.254,47.309,843.052017
2456971.93640046,26.442,47.706,838.490558
2456971.93641204,26.635,48.106,833.967146
2456971.93642361,26.833,48.510,829.482411
2456971.93643519,27.036,48.918,825.036990
2456971.93644676,27.244,49.329,820.631528
2456971.93645833,27.459,49.744,816.266678
2456971.93646991,27.679,50.162,811.943102
2456971.93648148,27.906,50.585,807.661468
2456971.93649306,28.139,51.011,803.422455
2456971.93650463,28.378,51.441,799.226746
2456971.93651620,28.625,51.874,795.075032
2456971.93652778,28.879,52.311,790.968014
2456971.93653935,29.141,52.752,786.906396
2456971.93655093,29.411,53.196,782.890891
2456971.93656250,29.690,53.644,778.922220
2456971.93657407,29.977,54.096,775.001105
2456971.93658565,30.273,54.551,771.128280
2456971.93659722,30.579,55.010,767.304482
2456971.93660880,30.895,55.472,763.530451
2456971.93662037,31.222,55.937,759.806937
2456971.93663194,31.560,56.406,756.134691
2456971.93664352,31.909,56.878,752.514469
2456971.93665509,32.271,57.353,748.947031
2456971.93666667,32.646,57.832,745.433140
2456971.93667824,33.035,58.313,741.973563
2456971.93668981,33.437,58.798,738.569068
2456971.93670139,33.855,59.285,735.220426
2456971.93671296,34.289,59.775,731.928408
2456971.93672454,34.740,60.268,728.693789
2456971.93673611,35.209,60.763,725.517339
2456971.93674769,35.696,61.261,722.399831
2456971.93675926,36.204,61.761,719.342037
2456971.93677083,36.732,62.262,716.344727
2456971.93678241,37.283,62.766,713.408667
2456971.93679398,37.858,63.271,710.534622
2456971.93680556,38.457,63.777,707.723352
2456971.93681713,39.084,64.285,704.975612
2456971.93682870,39.739,64.794,702.292153
2456971.93684028,40.424,65.303,699.673720
2456971.93685185,41.141,65.812,697.121049
2456971.93686343,41.892,66.322,694.634870
2456971.93687500,42.680,66.831,692.215903
2456971.93688657,43.507,67.339,689.864859
2456971.93689815,44.376,67.845,687.582440
2456971.93690972,45.288,68.351,685.369335
2456971.93692130,46.248,68.853,683.226222
2456971.93693287,47.259,69.354,681.153766
2456971.93694444,48.323,69.850,679.152615
2456971.93695602,49.445,70.343,677.223409
2456971.93696759,50.629,70.831,675.366765
2456971.93697917,51.878,71.313,673.583287
2456971.93699074,53.197,71.789,671.873563
2456971.93700231,54.591,72.257,670.238158
2456971.93701389,56.064,72.718,668.677624
2456971.93702546,57.621,73.168,667.192487
2456971.93703704,59.268,73.608,665.783256
2456971.93704861,61.008,74.037,664.450416
2456971.93706019,62.847,74.452,663.194431
2456971.93707176,64.790,74.852,662.015742
2456971.93708333,66.840,75.236,660.914764
2456971.93709491,69.002,75.602,659.891891
2456971.93710648,71.277,75.948,658.947486
2456971.93711806,73.668,76.273,658.081892
2456971.93712963,76.175,76.574,657.295423
2456971.93714120,78.795,76.850,656.588363
2456971.93715278,81.525,77.098,655.960973
2456971.93716435,84.359,77.318,655.413484
2456971.93717593,87.289,77.506,654.946098
2456971.93718750,90.304,77.663,654.558989
2456971.93719907,93.389,77.785,654.252300
2456971.93721065,96.529,77.872,654.026147
2456971.93722222,99.707,77.924,653.880615
2456971.93723380,102.903,77.939,653.815760
2456971.93724537,106.098,77.918,653.831607
2456971.93725694,109.272,77.860,653.928151
2456971.93726852,112.406,77.766,654.105358
2456971.93728009,115.482,77.638,654.363164
2456971.93729167,118.485,77.476,654.701474
2456971.93730324,121.403,77.282,655.120166
2456971.93731481,124.223,77.057,655.619085
2456971.93732639,126.938,76.803,656.198049
2456971.93733796,129.542,76.522,656.856848
2456971.93734954,132.032,76.216,657.595243
2456971.93736111,134.407,75.886,658.412965
2456971.93737269,136.667,75.535,659.309720
2456971.93738426,138.812,75.165,660.285187
2456971.93739583,140.847,74.777,661.339018
2456971.93740741,142.776,74.373,662.470838
2456971.93741898,144.601,73.954,663.680248
2456971.93743056,146.328,73.522,664.966826
2456971.93744213,147.961,73.078,666.330124
2456971.93745370,149.506,72.623,667.769672
2456971.93746528,150.968,72.160,669.284976
2456971.93747685,152.351,71.688,670.875526
2456971.93748843,153.660,71.208,672.540783
2456971.93750000,154.900,70.723,674.280196
2456971.93751157,156.074,70.231,676.093192
2456971.93752315,157.188,69.735,677.979178
2456971.93753472,158.245,69.235,679.937547
2456971.93754630,159.248,68.732,681.967674
2456971.93755787,160.201,68.226,684.068919
2456971.93756944,161.107,67.717,686.240627
2456971.93758102,161.969,67.207,688.482132
2456971.93759259,162.790,66.696,690.792750
2456971.93760417,163.573,66.184,693.171791
2456971.93761574,164.319,65.671,695.618551
2456971.93762731,165.032,65.158,698.132316
2456971.93763889,165.712,64.646,700.712363
2456971.93765046,166.363,64.134,703.357960
2456971.93766204,166.986,63.623,706.068370
2456971.93767361,167.581,63.114,708.842847
2456971.93768519,168.152,62.605,711.680639
2456971.93769676,168.700,62.098,714.580990
2456971.93770833,169.225,61.593,717.543140
2456971.93771991,169.730,61.090,720.566323
2456971.93773148,170.214,60.590,723.649773
2456971.93774306,170.680,60.091,726.792719
2456971.93775463,171.128,59.595,729.994392
2456971.93776620,171.560,59.102,733.254019
2456971.93777778,171.976,58.611,736.570828
2456971.93778935,172.376,58.123,739.944047
2456971.93780093,172.762,57.639,743.372906
2456971.93781250,173.135,57.157,746.856635
2456971.93782407,173.495,56.678,750.394468
2456971.93783565,173.843,56.203,753.985639
2456971.93784722,174.179,55.731,757.629387
2456971.93785880,174.504,55.262,761.324954
2456971.93787037,174.818,54.797,765.071586
2456971.93788194,175.123,54.335,768.868533
2456971.93789352,175.418,53.877,772.715050
2456971.93790509,175.703,53.422,776.610397
2456971.93791667,175.980,52.971,780.553840
2456971.93792824,176.249,52.524,784.544649
2456971.93793981,176.509,52.080,788.582101
2456971.93795139,176.762,51.640,792.665482
2456971.93796296,177.008,51.203,796.794079
2456971.93797454,177.246,50.770,800.967192
2456971.93798611,177.478,50.341,805.184122
2456971.93799769,177.703,49.916,809.444183
2456971.93800926,177.922,49.494,813.746692
2456971.93802083,178.136,49.076,818.090976
2456971.93803241,178.343,48.662,822.476368
2456971.93804398,178.545,48.252,826.902211
2456971.93805556,178.742,47.845,831.367853
2456971.93806713,178.934,47.442,835.872654
2456971.93807870,179.121,47.042,840.415979
2456971.93809028,179.303,46.647,844.997202
2456971.93810185,179.481,46.255,849.615706
2456971.93811343,179.654,45.866,854.270881
2456971.93812500,179.823,45.481,858.962128
2456971.93813657,179.988,45.100,863.688853
2456971.93814815,180.149,44.723,868.450472
2456971.93815972,180.307,44.349,873.246411
2456971.93817130,180.461,43.978,878.076102
2456971.93818287,180.611,43.611,882.938986
2456971.93819444,180.758,43.248,887.834514
2456971.93820602,180.901,42.888,892.762143
2456971.93821759,181.042,42.531,897.721340
2456971.93822917,181.179,42.178,902.711579
2456971.93824074,181.314,41.829,907.732345
2456971.93825231,181.445,41.482,912.783127
2456971.93826389,181.574,41.139,917.863426
2456971.93827546,181.700,40.800,922.972749
2456971.93828704,181.824,40.463,928.110611
2456971.93829861,181.945,40.130,933.276536
2456971.93831019,182.063,39.800,938.470056
2456971.93832176,182.179,39.473,943.690709
2456971.93833333,182.293,39.149,948.938042
2456971.93834491,182.405,38.829,954.211610
2456971.93835648,182.514,38.511,959.510975
2456971.93836806,182.622,38.197,964.835706
2456971.93837963,182.727,37.885,970.185381
2456971.93839120,182.830,37.577,975.559583
2456971.93840278,182.932,37.272,980.957904
2456971.93841435,183.031,36.969,986.379942
2456971.93842593,183.129,36.669,991.825303
2456971.93843750,183.225,36.373,997.293599
2456971.93844907,183.319,36.079,1002.784450
2456971.93846065,183.412,35.787,1008.297480
2456971.93847222,183.502,35.499,1013.832323
2456971.93848380,183.592,35.213,1019.388618
2456971.93849537,183.680,34.930,1024.966010
2456971.93850694,183.766,34.650,1030.564150
2456971.93851852,183.851,34.372,1036.182696
2456971.93853009,183.934,34.097,1041.821313
2456971.93854167,184.016,33.825,1047.479670
2456971.93855324,184.097,33.555,1053.157444
2456971.93856481,184.176,33.287,1058.854316
2456971.93857639,184.254,33.022,1064.569973
2456971.93858796,184.331,32.760,1070.304109
2456971.93859954,184.406,32.500,1076.056422
2456971.93861111,184.481,32.242,1081.826616
2456971.93862269,184.554,31.987,1087.614400
2456971.93863426,184.626,31.734,1093.419489
2456971.93864583,184.697,31.483,1099.241603
2456971.93865741,184.767,31.235,1105.080466
2456971.93866898,184.836,30.989,1110.935809
2456971.93868056,184.903,30.745,1116.807365
2456971.93869213,184.970,30.503,1122.694874
2456971.93870370,185.036,30.263,1128.598080
2456971.93871528,185.101,30.026,1134.516733
2456971.93872685,185.165,29.790,1140.450584
2456971.93873843,185.228,29.557,1146.399393
2456971.93875000,185.290,29.326,1152.362920
2456971.93876157,185.351,29.097,1158.340932
2456971.93877315,185.411,28.870,1164.333200
2456971.93878472,185.471,28.644,1170.339498
2456971.93879630,185.529,28.421,1176.359605
2456971.93880787,185.587,28.200,1182.393303
2456971.93881944,185.644,27.981,1188.440380
2456971.93883102,185.700,27.763,1194.500624
2456971.93884259,185.756,27.547,1200.573832
2456971.93885417,185.811,27.334,1206.659799
2456971.93886574,185.865,27.122,1212.758328
2456971.93887731,185.918,26.911,1218.869224
2456971.93888889,185.971,26.703,1224.992294
2456971.93890046,186.022,26.496,1231.127351
2456971.93891204,186.074,26.291,1237.274209
2456971.93892361,186.124,26.088,1243.432688
2456971.93893519,186.174,25.887,1249.602607
2456971.93894676,186.224,25.687,1255.783793
2456971.93895833,186.272,25.488,1261.976073
2456971.93896991,186.321,25.292,1268.179277
2456971.93898148,186.368,25.097,1274.393240
2456971.93899306,186.415,24.903,1280.617798
2456971.93900463,186.461,24.711,1286.852790
2456971.93901620,186.507,24.521,1293.098059
2456971.93902778,186.553,24.332,1299.353450
2456971.93903935,186.597,24.144,1305.618811
2456971.93905093,186.642,23.959,1311.893991
2456971.93906250,186.685,23.774,1318.178845
2456971.93907407,186.728,23.591,1324.473227
2456971.93908565,186.771,23.409,1330.776994
2456971.93909722,186.813,23.229,1337.090009
2456971.93910880,186.855,23.051,1343.412132
2456971.93912037,186.896,22.873,1349.743230
2456971.93913194,186.937,22.697,1356.083170
2456971.93914352,186.977,22.522,1362.431821
2456971.93915509,187.017,22.349,1368.789055
2456971.93916667,187.057,22.177,1375.154747
2456971.93917824,187.096,22.006,1381.528772
2456971.93918981,187.134,21.836,1387.911008
2456971.93920139,187.172,21.668,1394.301336
2456971.93921296,187.210,21.501,1400.699638
2456971.93922454,187.247,21.335,1407.105798
2456971.93923611,187.284,21.171,1413.519703
2456971.93924769,187.321,21.007,1419.941239
2456971.93925926,187.357,20.845,1426.370298
2456971.93927083,187.393,20.684,1432.806771
2456971.93928241,187.428,20.524,1439.250551
2456971.93929398,187.463,20.365,1445.701533
2456971.93930556,187.498,20.208,1452.159614
2456971.93931713,187.532,20.051,1458.624693
2456971.93932870,187.566,19.896,1465.096670
2456971.93934028,187.600,19.742,1471.575448
2456971.93935185,187.633,19.588,1478.060928
2456971.93936343,187.666,19.436,1484.553017
2456971.93937500,187.699,19.285,1491.051620
2456971.93938657,187.731,19.135,1497.556647
2456971.93939815,187.763,18.986,1504.068005
2456971.93940972,187.795,18.838,1510.585607
2456971.93942130,187.826,18.691,1517.109364
2456971.93943287,187.857,18.545,1523.639190
2456971.93944444,187.888,18.399,1530.175000
2456971.93945602,187.919,18.255,1536.716711
2456971.93946759,187.949,18.112,1543.264241
2456971.93947917,187.979,17.970,1549.817507
2456971.93949074,188.009,17.829,1556.376430
2456971.93950231,188.038,17.688,1562.940933
2456971.93951389,188.067,17.549,1569.510937
2456971.93952546,188.096,17.410,1576.086368
2456971.93953704,188.125,17.272,1582.667148
2456971.93954861,188.153,17.135,1589.253205
2456971.93956019,188.181,17.000,1595.844466
2456971.93957176,188.209,16.864,1602.440860
2456971.93958333,188.236,16.730,1609.042315
2456971.93959491,188.264,16.597,1615.648764
2456971.93960648,188.291,16.464,1622.260136
2456971.93961806,188.318,16.332,1628.876366
2456971.93962963,188.344,16.201,1635.497385
2456971.93964120,188.371,16.071,1642.123131
2456971.93965278,188.397,15.942,1648.753537
2456971.93966435,188.423,15.813,1655.388540
2456971.93967593,188.449,15.686,1662.028078
2456971.93968750,188.474,15.558,1668.672089
2456971.93969907,188.499,15.432,1675.320514
2456971.93971065,188.525,15.307,1681.973290
2456971.93972222,188.549,15.182,1688.630361
2456971.93973380,188.574,15.058,1695.291668
2456971.93974537,188.599,14.934,1701.957153
2456971.93975694,188.623,14.812,1708.626761
2456971.93976852,188.647,14.690,1715.300436
2456971.93978009,188.671,14.569,1721.978122
2456971.93979167,188.694,14.448,1728.659766
2456971.93980324,188.718,14.328,1735.345316
2456971.93981481,188.741,14.209,1742.034717
2456971.93982639,188.764,14.091,1748.727919
2456971.93983796,188.787,13.973,1755.424870
2456971.93984954,188.810,13.856,1762.125521
2456971.93986111,188.833,13.739,1768.829821
2456971.93987269,188.855,13.623,1775.537722
2456971.93988426,188.877,13.508,1782.249175
2456971.93989583,188.899,13.393,1788.964133
2456971.93990741,188.921,13.279,1795.682550
2456971.93991898,188.943,13.166,1802.404378
2456971.93993056,188.964,13.053,1809.129572
2456971.93994213,188.986,12.941,1815.858088
2456971.93995370,189.007,12.830,1822.589881
2456971.93996528,189.028,12.719,1829.324906
2456971.93997685,189.049,12.608,1836.063121
2456971.93998843,189.070,12.498,1842.804484
2456971.94000000,189.091,12.389,1849.548952
2456971.94001157,189.111,12.280,1856.296483
2456971.94002315,189.131,12.172,1863.047037
2456971.94003472,189.151,12.065,1869.800574
2456971.94004630,189.171,11.958,1876.557054
2456971.94005787,189.191,11.851,1883.316437
2456971.94006944,189.211,11.745,1890.078684
2456971.94008102,189.231,11.640,1896.843757
2456971.94009259,189.250,11.535,1903.611619
2456971.94010417,189.269,11.431,1910.382232
2456971.94011574,189.289,11.327,1917.155559
2456971.94012731,189.308,11.223,1923.931563
2456971.94013889,189.327,11.121,1930.710211
2456971.94015046,189.345,11.018,1937.491464
2456971.94016204,189.364,10.916,1944.275289
2456971.94017361,189.383,10.815,1951.061652
2456971.94018519,189.401,10.714,1957.850517
2456971.94019676,189.419,10.614,1964.641852
2456971.94020833,189.437,10.514,1971.435622
2456971.94021991,189.455,10.414,1978.231797
2456971.94023148,189.473,10.316,1985.030342
2456971.94024306,189.491,10.217,1991.831225
2456971.94025463,189.509,10.119,1998.634416
2456971.94026620,189.526,10.021,2005.439884
2456971.94027778,189.544,9.924,2012.247596
2456971.94028935,189.561,9.827,2019.057523
2456971.94030093,189.578,9.731,2025.869634
2456971.94031250,189.596,9.635,2032.683901
2456971.94032407,189.613,9.540,2039.500293
2456971.94033565,189.629,9.445,2046.318782
2456971.94034722,189.646,9.350,2053.139339
2456971.94035880,189.663,9.256,2059.961935
2456971.94037037,189.679,9.163,2066.786543
2456971.94038194,189.696,9.069,2073.613134
2456971.94039352,189.712,8.976,2080.441683
2456971.94040509,189.729,8.884,2087.272161
2456971.94041667,189.745,8.792,2094.104542
2456971.94042824,189.761,8.700,2100.938800
2456971.94043981,189.777,8.609,2107.774908
2456971.94045139,189.793,8.518,2114.612840
2456971.94046296,189.808,8.427,2121.452573
2456971.94047454,189.824,8.337,2128.294079
2456971.94048611,189.840,8.247,2135.137335
2456971.94049769,189.855,8.158,2141.982315
2456971.94050926,189.870,8.069,2148.828996
2456971.94052083,189.886,7.980,2155.677353
2456971.94053241,189.901,7.892,2162.527363
2456971.94054398,189.916,7.804,2169.379002
2456971.94055556,189.931,7.716,2176.232247
2456971.94056713,189.946,7.629,2183.087074
2456971.94057870,189.961,7.542,2189.943462
2456971.94059028,189.976,7.456,2196.801387
2456971.94060185,189.990,7.369,2203.660829
2456971.94061343,190.005,7.284,2210.521763
2456971.94062500,190.019,7.198,2217.384170
2456971.94063657,190.034,7.113,2224.248027
2456971.94064815,190.048,7.028,2231.113313
2456971.94065972,190.062,6.943,2237.980006
2456971.94067130,190.077,6.859,2244.848088
2456971.94068287,190.091,6.775,2251.717536
2456971.94069444,190.105,6.692,2258.588330
2456971.94070602,190.119,6.609,2265.460450
2456971.94071759,190.133,6.526,2272.333878
2456971.94072917,190.146,6.443,2279.208591
2456971.94074074,190.160,6.361,2286.084571
2456971.94075231,190.174,6.279,2292.961800
2456971.94076389,190.187,6.197,2299.840257
2456971.94077546,190.201,6.116,2306.719923
2456971.94078704,190.214,6.035,2313.600781
2456971.94079861,190.227,5.954,2320.482812
2456971.94081019,190.241,5.873,2327.365996
2456971.94082176,190.254,5.793,2334.250317
2456971.94083333,190.267,5.713,2341.135756
2456971.94084491,190.280,5.633,2348.022296
2456971.94085648,190.293,5.554,2354.909918
2456971.94086806,190.306,5.475,2361.798606
2456971.94087963,190.319,5.396,2368.688342
2456971.94089120,190.332,5.318,2375.579110
2456971.94090278,190.344,5.239,2382.470891
2456971.94091435,190.357,5.161,2389.363671
2456971.94092593,190.370,5.084,2396.257431
2456971.94093750,190.382,5.006,2403.152156
2456971.94094907,190.395,4.929,2410.047830
2456971.94096065,190.407,4.852,2416.944436
2456971.94097222,190.419,4.775,2423.841959
2456971.94098380,190.432,4.699,2430.740382
2456971.94099537,190.444,4.623,2437.639690
2456971.94100694,190.456,4.547,2444.539868
2456971.94101852,190.468,4.471,2451.440901
2456971.94103009,190.480,4.396,2458.342773
2456971.94104167,190.492,4.321,2465.245469
2456971.94105324,190.504,4.246,2472.148974
2456971.94106481,190.516,4.171,2479.053274
2456971.94107639,190.527,4.097,2485.958354
2456971.94108796,190.539,4.023,2492.864200
2456971.94109954,190.551,3.949,2499.770797
2456971.94111111,190.562,3.875,2506.678131
2456971.94112269,190.574,3.801,2513.586188
2456971.94113426,190.585,3.728,2520.494954
2456971.94114583,190.597,3.655,2527.404416
2456971.94115741,190.608,3.582,2534.314559
2456971.94116898,190.620,3.510,2541.225370
2456971.94118056,190.631,3.437,2548.136836
2456971.94119213,190.642,3.365,2555.048943
2456971.94120370,190.653,3.293,2561.961678
2456971.94121528,190.664,3.222,2568.875029
2456971.94122685,190.675,3.150,2575.788982
2456971.94123843,190.686,3.079,2582.703524
2456971.94125000,190.697,3.008,2589.618643
2456971.94126157,190.708,2.937,2596.534326
2456971.94127315,190.719,2.867,2603.450560
